49.967,49.98,49.946,49.967,0.0074715,0.0032857,0.25424,-0.99142,0.0085105,5
49.981,50.011,49.973,49.983,0.0072441,0.003375,0.28814,-0.99133,0.0084313,5
49.99,50.008,49.979,49.991,0.0087201,0.003375,0.28814,-0.99154,0.0086331,5
49.98,49.997,49.973,49.981,0.0053578,0.0036429,0.25424,-0.99141,0.0085044,5
49.993,50.013,49.982,49.994,0.0084582,0.0033125,0.28814,-0.99143,0.0085289,5
50.025,50.036,49.994,50.018,0.012896,0.0037143,0.25424,-0.99146,0.0085543,5
49.972,50.013,49.949,49.974,0.017858,0.003,0.28814,-0.99143,0.0085103,5
49.952,49.959,49.924,49.947,0.0095572,0.0036923,0.23729,-0.99141,0.0085117,5
49.944,49.974,49.923,49.943,0.012962,0.0039231,0.23729,-0.99129,0.0083984,5
60.011,60.168,59.777,60.005,0.055357,0.0027895,0.33898,-0.99139,0.0084847,6
50.002,50.022,49.986,50.003,0.0099719,0.00425,0.22034,-0.9914,0.0084946,6
50.016,50.028,49.999,50.015,0.0072408,0.004,0.23729,-0.99153,0.0086108,6
50.004,50.029,49.934,49.991,0.029604,0.0055556,0.16949,-0.99143,0.0085197,6
49.982,50,49.948,49.98,0.01153,0.0044167,0.22034,-0.99134,0.0084262,6
50,50.023,49.981,49.999,0.0091315,0.0043636,0.20339,-0.99134,0.0084331,6
49.99,50.011,49.978,49.991,0.0084742,0.006625,0.15254,-0.99145,0.0085469,6
49.986,50.009,49.975,49.987,0.0076886,0.0038462,0.23729,-0.99149,0.0085822,6
49.989,50.008,49.97,49.99,0.0088453,0.0049091,0.20339,-0.99148,0.0085718,6
50.021,50.112,49.984,50.025,0.020203,0.0033571,0.25424,-0.9913,0.0084097,7
49.947,50.1,49.877,49.962,0.058207,0.0068571,0.13559,-0.99137,0.0085381,7
49.993,50.011,49.979,49.994,0.0054594,0.004,0.23729,-0.9916,0.008689,7
49.992,50.006,49.94,49.979,0.022875,0.0053,0.18644,-0.99141,0.0085119,7
49.992,50.007,49.928,49.978,0.024318,0.0043333,0.22034,-0.9915,0.0085998,7
50,50.013,49.977,49.999,0.007744,0.0054444,0.16949,-0.99151,0.0085943,7
50.02,50.057,49.979,50.018,0.023814,0.00425,0.22034,-0.99139,0.0084863,7
50.065,50.085,49.956,50.043,0.040152,0.0046667,0.22034,-0.99161,0.0086853,7
49.914,49.933,49.879,49.913,0.010395,0.0038571,0.25424,-0.99153,0.0086188,7
49.908,49.947,49.866,49.906,0.016616,0.0047273,0.20339,-0.99149,0.008583,7
49.957,50.034,49.901,49.966,0.032378,0.00425,0.22034,-0.99158,0.0086531,7
49.955,50.059,49.911,49.975,0.046548,0.0056667,0.16949,-0.99143,0.008551,8
50.003,50.078,49.93,50.002,0.036517,0.0036923,0.23729,-0.99125,0.0083571,8
50.082,50.186,50.019,50.101,0.050735,0.007,0.13559,-0.99144,0.0085314,8
50.08,50.148,50.011,50.077,0.044224,0.006875,0.15254,-0.99166,0.008775,8
50.181,50.305,50.133,50.201,0.052733,0.0071429,0.13559,-0.99136,0.0084679,8
50.19,50.244,50.012,50.154,0.07363,0.007,0.13559,-0.99147,0.0085447,8
50.021,50.146,49.966,50.038,0.054739,0.006375,0.15254,-0.99134,0.0084544,8
50.068,50.163,49.983,50.067,0.047759,0.0072857,0.13559,-0.99145,0.0085469,8
50.126,50.165,50.07,50.124,0.020524,0.006,0.13559,-0.99142,0.0084877,8
50.067,50.138,49.98,50.078,0.035847,0.005,0.13559,-0.9915,0.0085673,8
50.165,50.253,49.951,50.118,0.099279,0.01,0.10169,-0.99151,0.0085722,8
60.002,60.034,59.982,60.007,0.016828,0.0044545,0.20339,-0.99139,0.0084896,9
59.979,60.003,59.965,59.98,0.009245,0.0040769,0.23729,-0.99146,0.0085555,9
60.003,60.037,59.989,60.005,0.012188,0.0040769,0.23729,-0.99149,0.0085775,9
59.975,59.996,59.962,59.977,0.0070998,0.0039286,0.25424,-0.9915,0.0085968,9
59.97,60.013,59.945,59.974,0.015001,0.0068571,0.13559,-0.99139,0.008491,9
60.013,60.034,59.999,60.013,0.0068075,0.0051,0.18644,-0.9914,0.0084881,9
60.016,60.031,59.992,60.013,0.0086335,0.0045833,0.22034,-0.99152,0.0086108,9
60.025,60.037,60.008,60.024,0.0075501,0.0044167,0.22034,-0.99147,0.0085648,9
60.035,60.051,60.022,60.035,0.0069262,0.0040769,0.23729,-0.99143,0.0085216,9
59.994,60.036,59.977,59.995,0.011594,0.0038333,0.22034,-0.99147,0.0085729,9
59.966,59.983,59.955,59.967,0.006786,0.005,0.20339,-0.99153,0.0086228,9
59.966,59.98,59.952,59.966,0.0069117,0.0038462,0.23729,-0.99145,0.0085417,9
